0,-0.607763222,0.98615198
1,1.270515023,-0.719978446
1,0.367283659,-0.352431964
0,-0.405867968,0.532250199
0,-0.438995784,0.725246377
1,0.956990136,-0.399194561
0,0.168914487,0.798860726
0,-0.909061369,0.686269768
1,0.055139137,-0.446583347
1,1.605751967,0.184671839
1,1.839459107,-0.291117483
0,-0.626147561,0.283810706
1,0.261509788,-0.016719452
0,0.944153238,0.403746392
0,0.167801857,0.69223343
1,2.081374168,0.369986107
0,-0.455717031,1.288342778
1,1.362097344,0.070464112
1,1.46870497,-0.460109132
0,1.152579046,0.564169286
1,0.279862951,-0.454718447
1,0.063777386,-0.159886701
1,1.080564549,-0.249289568
1,1.471731486,-0.12350154
0,-1.012006853,0.141303641
1,1.328828882,-0.509066883
0,0.093564339,1.441294697
1,2.256070264,-0.045400093
1,0.167512729,0.375980791
0,0.727910036,0.60420265
1,0.062588533,-0.199822238
1,0.171706823,-0.594208361
0,-0.660100348,0.357607016
0,0.636648627,0.132096173
1,0.109577182,-0.071815202
1,1.711985521,0.139514313
0,-0.884290746,0.877752137
0,0.854460496,0.431410566
0,0.922315918,0.319721091
1,2.01372919,0.503543773
1,1.983497871,-0.190577759
0,0.280882156,0.81085877
1,-0.159032868,0.061611882
1,2.063067844,0.1369945
0,0.822510299,0.076915803
0,-0.653384418,0.180877036
1,1.820853654,-0.302843015
1,0.344115197,0.010046687
1,0.38411994,-0.60736836
0,0.260587485,0.683196145
1,1.428818705,-0.432307891
0,-0.089157543,1.098600002
0,-0.903234746,0.318137951
0,-0.377350071,1.149051856
1,0.986634875,-0.233835829
0,-0.614404462,0.494402478
0,1.190726699,0.238922359
1,1.414961335,-0.600248357
0,0.923283218,0.18165411
0,0.018589989,0.68113814
0,1.225413533,0.606346854
0,-0.922716034,0.838317841
0,0.245606149,0.718925864
1,1.342274944,-0.339729573
0,-0.997150877,0.212004078
0,0.57456721,0.537294959
1,0.015037862,0.754880462
0,0.625906063,0.829206432
0,0.984106644,0.685170847
1,1.999541062,0.346479291
1,1.399420357,-0.613749574
1,0.774361073,-0.369017859
1,0.726711775,-0.650223377
1,2.015434659,-0.121227772
0,0.88218724,0.659854172
0,1.152932873,0.211115313
1,1.676058377,-0.291036931
1,0.679262374,-0.289500086
0,-1.215917744,0.285085742
1,2.214310547,0.448293981
0,0.919479297,0.092823159
1,1.273208951,-0.520021109
1,1.556327332,-0.302337384
0,-0.216011116,1.161756211
0,-0.115428816,0.779218725
0,-0.375198741,1.170647691
0,0.846295717,0.647512076
1,-0.227895231,0.391084643
1,1.85753402,0.54760525
1,0.780027672,-0.455338766
0,-0.559357525,1.120919902
0,-0.374015908,1.370596958
0,-0.690151356,0.309505875
0,-0.804773046,-0.127408741
0,1.03219427,0.571317971
1,-0.144834529,0.050904991
1,1.813549389,-0.153971518
0,0.006947671,1.122771968
0,0.583829285,0.16932181
1,-0.134062908,0.16375197
0,0.920582831,0.787233811
1,1.582536924,0.164729626
1,2.053806339,0.671980417
0,0.626400965,1.008693897
1,1.978604923,0.027426355
1,1.260558162,-0.48625738
0,0.341741099,0.796259465
0,-0.567918424,0.161957184
1,0.316528234,-0.173111122
0,0.219853555,1.168412598
1,2.338494051,-0.259640768
0,0.966522468,0.122696612
1,1.922412932,0.496878689
1,1.788413813,-0.45023267
1,0.539340411,-0.105158697
0,-1.505508886,0.291304416
1,0.833391928,-0.587657282
0,0.092249641,1.048822733
0,-0.940873543,-0.141516222
0,-1.013603268,0.212755872
1,0.144744962,-0.516806754
1,0.441737742,0.08748512
1,0.822127222,-0.434598312
0,0.785392633,0.685509408
0,0.048267812,0.971539849
0,0.973367818,0.458099724
1,1.911303568,-0.232035072
0,-0.539381225,1.075738874
1,1.080563128,-0.324576846
1,1.819726652,0.55161991
0,-0.803103658,0.826450253
1,0.691063711,-0.293112529
1,1.653803786,-0.372643076
0,-0.619105593,0.780906829
0,0.556571793,0.818545985
0,-0.649794812,0.489283278
0,0.919979932,0.747300633
1,0.014172862,0.099493497
1,1.156981255,-0.607705575
0,-0.3229495,0.910768363
0,0.53966226,0.666922132
0,0.848138373,-0.005709285
0,0.394483126,0.730351065
1,0.157588429,0.014236697
1,0.339174971,-0.201525461
1,1.963780007,0.553822654
1,1.045575551,-0.545486464
1,2.259225238,0.369654421
0,-0.063986362,0.949404922
1,-0.31151694,0.359218244
1,1.503769378,-0.479490649
0,0.018072936,0.545037267
1,0.065453343,0.238362412
1,0.197151128,-0.322739835
1,0.367946009,-0.432177931
0,0.175180071,0.793181314
1,0.020277368,0.340055533
0,-1.161270218,0.917048674
0,0.651763908,0.898947493
0,1.182746821,-0.117093564
0,-1.27570708,0.074738849
0,-0.757966832,0.217452622
0,0.464109407,0.951363377
1,0.606239401,-0.632802862
0,0.880765797,0.308077997
1,2.196076897,0.572154588
0,0.776052517,0.41107708
1,1.621894539,-0.126154268
1,1.209950998,-0.332899927
1,1.804379224,-0.264582889
0,-0.575366563,1.043206754
1,1.129981003,-0.520655617
1,0.552881514,-0.755193105
0,0.705418214,0.895510272
0,0.472731143,0.61756372
1,2.321115772,-0.085282086
0,-0.341271698,1.038147801
0,1.022695323,0.51539551
0,1.253586047,0.17833742
1,1.966290881,0.333013558
0,-0.757083444,0.01488817
0,-0.429302806,0.434115561
0,-1.51194834,0.155813483
1,1.779755973,0.044526789
1,0.017104905,-0.051767457
0,-0.504926358,0.462503829
0,0.896194342,0.381440446
1,1.314599968,-0.233776579
1,1.127649193,-0.410565507
1,0.144949472,-0.663216846
1,1.760002112,-0.093860034
1,1.847697156,0.424798777
1,1.267749511,-0.43731204
0,-0.286265292,0.427298652
1,2.367956715,-0.04870422
0,-0.820657602,0.576019447
0,0.760289602,0.914155072
0,-0.79915515,0.557630447
0,0.959805062,0.799845922
1,0.874328298,-0.675409415
0,-0.191316491,1.22875097
0,-0.583245374,0.465921898
1,0.151275274,0.29590943
0,-0.771604145,0.302613431
1,0.005844428,0.240195348
1,-0.028948557,0.437821465
0,0.498636214,0.428638384
0,0.635955528,0.25929824
1,0.065691699,0.173608012
0,-1.084509248,0.530598492
0,0.830046105,0.315189868
1,0.680176453,-0.42064829
1,-0.037719454,0.045977403
0,-0.891411241,0.442528519
1,1.766670502,0.032561895
1,1.174859502,-0.44781023
0,-1.132327924,0.446955042
1,2.269958586,0.395655818
1,-0.055677266,0.194530893
1,-0.385743326,0.026817659
0,0.273332088,0.977276635
0,-0.100319468,0.662836994
1,2.150169692,0.230657906
1,2.335915224,0.08506284
0,0.811622588,0.873060164
1,1.834673954,0.203768786
0,0.356123041,1.056217438
0,-1.159512222,-0.164969464
1,1.492218454,-0.470322128
0,0.311303274,1.515603781
1,0.824752712,-0.207278761
0,-0.447247494,0.600213745
0,0.810223538,0.3923176
1,0.279297856,0.347294203
0,-0.712674621,1.012976796
0,0.471043274,0.772509946
1,0.70395447,-0.64397912
1,0.186708334,0.567793508
0,1.110734713,0.458474922
0,0.662659109,0.429675257
1,1.623381039,-0.17662414
0,0.575096791,0.596052714
0,0.593163927,0.635184388
1,0.066166571,-0.575234367
1,1.990705726,0.084958929
1,0.911849485,-0.454184381
0,-0.678662279,1.023704062
1,1.73083481,0.332967152
0,0.446177071,0.708734957
0,0.634223043,1.175091601
1,1.780816382,-0.488593149
1,0.845475056,-0.570827047
1,0.785053309,-0.681983997
1,0.439770954,-0.206414347
0,0.280777536,1.009468629
0,-0.374405679,1.082891564
0,-0.460704925,0.926050401
0,0.877283009,0.316465204
0,0.505214962,0.803815779
0,-0.738203665,0.579170314
1,0.194859647,0.919223314
1,0.870665609,-0.309618795
1,0.680396556,-0.109566694
0,-0.774151255,-0.029515495
1,1.186451947,-0.815730364
0,0.901673113,0.20559557
0,0.577496403,1.000303767
0,0.352007894,1.029510911
1,0.513559208,-0.063961874
1,0.189038057,0.242816959
1,0.262808816,0.042009989
1,0.068544357,-0.097036628
0,-0.279783822,1.300544022
0,-0.952389867,0.397332207
0,-1.058159752,0.167219792
1,0.261394871,-0.62239419
1,0.059442287,-0.071936472
1,0.284281736,0.242877266
0,0.359597574,0.961097892
0,-0.020096017,0.693008826
1,1.937762684,0.069123224
0,0.93661777,-0.019005198
1,0.821828109,-0.15986114
1,1.142275998,-0.460569481
0,-0.329516459,0.778072788
1,2.107448279,-0.252703706
0,-0.79018477,1.050922391
0,0.043165369,1.017083904
0,0.708331313,-0.081086453
1,1.029953125,-0.315574183
0,-0.728501217,0.775739499
1,1.797271036,-0.29405676
1,0.770890465,-0.255218849
0,0.495233516,0.812876889
1,1.661236248,-0.635636273
1,2.294126712,-0.039711287
0,-1.382289294,0.165081146
0,-0.762704014,0.39340763
0,-0.229743255,0.978413311
0,-0.429193143,0.57084244
0,0.231531456,0.947703753
0,0.825362127,0.262146106
1,1.109048248,-0.652030697
1,0.778461194,-0.676670375
0,-0.377378659,0.724883764
0,-0.918040002,0.514604202
1,1.81910152,-0.212315286
0,-0.935764319,0.183323087
1,1.819748268,-0.040149988
0,0.663366989,0.344102274
1,1.676377188,0.682296389
0,0.196909031,1.537594127
0,1.209384706,0.21482425
1,-0.004493886,0.326088385
1,1.159936931,-0.620310583
1,1.643885692,-0.0877447
0,0.086911497,0.89130324
0,-0.113268713,0.705175113
1,1.289423344,-0.442314956
1,1.717997952,-0.05437097
1,1.60577698,0.056504619
1,1.942634479,0.285930424
0,-0.667831581,0.835772935
1,0.980452097,-0.416930534
1,0.675998041,-0.454919158
0,1.075944221,0.468416127
0,0.398829298,1.016976879
0,-0.934510095,0.638710801
1,-0.121699505,0.135065891
0,-0.320191833,1.351919414
1,0.66781479,-0.48606556
0,-0.86224556,0.157641534
1,0.532225903,-0.416282861
1,1.162335396,-0.403216708
1,0.66422373,-0.352037617
0,-1.121505616,0.229212936
0,0.240102435,0.992430747
0,-0.382399971,1.267770649
0,0.439586085,1.056145081
0,-0.317817305,0.775433137
0,-0.544250544,0.359040456
1,1.747893942,0.159681075
1,1.735938416,-0.346860723
0,1.051956165,-0.01858527
0,0.779011121,0.089428602
0,0.844583716,0.239949248
1,0.388796721,-0.257634328
1,0.998591782,-0.644110308
1,0.672015569,-0.308984667
0,0.311517807,1.307879098
1,1.850696294,-0.392599826
0,0.285936145,0.764250468
1,0.468762169,-0.226650536
1,0.232543123,0.377369861
0,0.444452019,0.818458783
1,2.094763054,0.555936957
0,-0.550163692,1.082155232
1,0.816242334,-0.480307272
0,0.846249593,0.592119019
0,0.937362173,0.428406575
1,1.004196334,-0.403740859
1,0.512264531,-0.17514801
0,1.074045893,0.477892076
0,1.09150571,0.656544414
0,-1.21972319,0.222557113
0,0.953638199,0.147435161
1,-0.11824331,0.370293397
0,0.102831535,1.170003023
1,2.131550633,0.36221453
1,0.164317737,0.250710627
1,1.92087101,-0.169140419
1,0.187468047,0.364864972
0,-0.695673828,0.404246629
1,0.291191878,-0.470714393
1,1.805377664,-0.234448922
0,-0.33978719,0.803375857
0,1.164346602,0.795610712
0,-0.508947085,0.465248208
1,0.108762743,-0.056250106
0,0.69180331,0.735539645
1,1.565042544,-0.019829792
0,0.812372787,0.345698689
0,0.267929911,0.908420609
1,0.391393125,-0.243560459
1,0.307560873,-0.228427283
1,0.197660323,0.453516816
1,2.08621833,0.110255949
1,0.736134299,-0.46598225
0,0.800124983,0.776414084
1,1.446753617,-0.222242326
0,-1.440582301,0.07439321
1,1.725054612,-0.344446168
1,1.938516004,-0.140907084
1,2.025260612,-0.077626642
1,1.358010829,-0.379367741
1,1.914541942,0.716369477
0,0.213445258,0.545519163
1,1.260206053,-0.529487483
1,0.231814303,-0.102606772
0,-1.178764262,0.677758213
1,1.493888523,-0.608533079
0,0.541495047,1.311990003
1,1.786888716,-0.476004865
0,-0.681317722,0.251170973
1,2.532715956,0.552806893
0,-1.471671886,0.231281152
1,2.006419192,-0.384866513
1,2.267069505,0.161826814
0,0.977315772,0.0902784
0,0.871298442,0.426362878
0,0.908738268,-0.010706172
1,1.752040815,-0.049488826
1,0.928991016,-0.445457602
0,0.121535427,1.208968762
1,1.78644079,0.673590601
0,-0.891356631,0.926164373
0,0.284529271,1.197612641
0,0.104229858,0.699187881
1,1.393853879,-0.403677142
1,0.814234982,-0.697010309
0,0.131411183,0.865942378
1,1.970873809,0.446343992
1,1.140347348,-0.520029131
1,1.849120746,-0.589905708
1,0.225313393,-0.234374048
1,1.215974225,-0.372987165
0,0.959527684,-0.010320692
1,1.042677677,-0.640613863
1,1.722299765,0.426664895
0,0.767844357,0.905760327
1,1.597751643,-0.905640051
0,-0.432369142,1.090112565
0,0.093343157,0.760572123
1,1.459725901,-0.278730755
1,0.617843973,-0.505756869
0,-0.897029346,0.310030006
0,-0.472994402,0.652605214
1,0.599827574,-0.274002315
1,0.093109052,0.094346621
0,0.887078548,0.625473326
1,2.15314823,0.293769907
1,0.204514231,-0.423329494
0,1.326954509,0.50528007
1,1.572082963,0.011826129
0,-0.244194311,1.081857537
1,-0.057878855,0.24603366
0,0.435479063,0.934228256
1,0.200164928,-0.288702813
0,0.151470867,0.697298478
1,1.836373546,0.255023335
1,1.227768507,0.111693327
0,-0.321303763,1.103566687
0,0.257818357,1.012798895
0,-0.642307691,1.138221515
1,0.844006624,-0.739747315
0,-0.879626444,0.626827787
1,0.892995352,-0.701186545
1,0.593258545,0.047585692
0,-0.282136729,1.060103896
1,0.622709936,-0.393870192
0,0.551346664,0.904902
1,-0.092329343,0.540892812
1,1.857316963,0.12781199
1,0.696417568,-0.575030609
0,-0.7351622,0.745535472
0,-0.152300255,1.163975852
0,0.573120953,1.152365396
1,1.354562494,-0.644131932
1,1.138433466,-0.431710164
0,0.018894492,1.095249362
1,1.414411036,-0.59111114
1,-0.318271461,-0.084953517
0,-0.685800749,1.036602656
0,-0.125229312,0.9290862
0,-0.542735623,1.011497141
1,0.679153028,-0.394883221
0,-0.289150338,1.011771799
0,1.054968942,0.835437322
0,-1.181044704,-0.01137274
0,0.946297213,0.199776507
1,1.819678353,0.348259521
0,0.584181837,0.789120893
0,-1.288161436,0.166808159
0,1.092666876,-0.133794309
0,0.568838177,0.816233773
0,0.840383857,0.417097416
1,0.944617268,-0.491531395
1,0.101632544,0.030650401
1,1.147433196,-0.626443965
1,1.785329574,0.373526551
1,1.405742005,-0.280941035
0,-0.892149774,0.661107377
1,1.177968138,-0.384519407
1,0.215374729,-0.198896451
0,1.107421736,0.297366147
0,-0.135505262,0.708209066
1,1.805075502,-0.335013313
1,1.785388464,0.189261598
0,-1.265620599,0.469376326
1,0.129262691,-0.084395483
1,0.77709117,-0.453599004
1,0.12254643,-0.025948937
0,0.10102607,0.698733986
0,-1.130395689,0.068084687
0,-0.066114293,0.687895883
0,-0.897803941,0.565393872
1,1.547684025,-0.448781565
1,0.682829299,-0.408293776
0,0.6496238,0.658933717
0,-0.944273188,0.072631794
1,1.890124756,-0.454601331
0,-0.032997668,0.960096429
1,0.303129572,-0.452888359
1,2.024666976,0.291375434
1,2.242021617,0.302435992
0,-0.896955139,0.439856443
0,0.643670466,0.882478901
1,1.53583885,-0.428976243
1,0.131945636,0.594442752
0,0.749141542,0.524389636
0,-0.215796492,1.411392235
0,0.726295253,0.475433312
0,0.478353649,1.279978976
0,-0.406630383,0.976084108
1,1.864344676,-0.563898818
1,1.687943938,0.145521622
1,2.172924241,0.563425927
0,-1.03521666,0.621085936
1,2.060290164,0.333354779
0,0.884965461,0.635640571
1,0.833107628,-0.673505214
0,-0.197475021,1.158842737
0,-0.218088437,0.904016243
0,-0.837084324,0.581625524
1,0.055767935,-0.088967078
0,-0.908993256,-0.014186689
1,0.190567873,0.472073766
0,0.971168631,1.153477761
0,-0.63930342,0.504156245
0,-0.206657917,1.492534011
0,-0.701447174,0.195238829
1,0.431104734,-0.137021305
1,-0.335820152,0.110286356
0,-1.042879951,0.26303358
1,1.928200965,0.472799182
1,0.077631272,0.097017432
1,-0.02253991,0.565175905
0,-0.229324468,1.092096239
0,1.061226242,0.246731703
1,-0.224183269,0.436300626
1,-0.080255816,0.306094223
1,1.131647807,-0.321421674
1,0.700120501,-0.352684572
1,-0.158904941,0.055295178
1,2.116831914,0.362986027
0,-0.048822224,1.034492078
1,1.230452891,-0.337233761
1,0.128153794,-0.290878746
1,0.098495078,0.540942348
0,-0.725307661,0.733587959
0,-0.227792967,1.166889464
0,0.451768749,0.822830437
0,0.519401648,0.752446604
1,1.334597355,-0.431728089
1,0.394909114,-0.224790547
1,-0.077654983,-0.04693206
0,-0.356036332,0.841249053
1,0.978716558,-0.561810382
0,0.586688994,0.394564467
1,0.974075381,-0.66940286
1,1.21632857,-0.375979502
1,0.62467341,-0.569228079
0,-0.692072804,0.593355334
1,1.391891975,-0.246861887
0,-1.003144181,0.649912245
1,0.140411148,0.140577367
0,-0.827334239,0.473586402
1,0.956332503,-0.333522686
0,0.775927532,0.45256146
0,-0.445649573,0.962168182
1,2.107937439,0.587169794
0,1.112901677,0.372657639
0,1.138500293,-0.118772458
0,-0.336543156,0.875497069
0,-0.323282376,0.612561253
0,-0.792861395,0.44733624
0,0.768995675,0.539215135
1,1.505371621,-0.178580835
1,1.642805195,-0.651057257
0,1.081346252,0.277195004
1,0.270932954,-0.408760732
1,0.737814351,-0.397715912
0,1.017619075,0.544649987
1,0.729803696,-0.574427222
0,-1.09434243,0.18455409
0,-0.132573842,1.051820589
0,-0.056577983,1.148457956
0,1.074795038,0.665879625
0,0.823972058,0.72507481
0,-0.240691949,0.614333126
1,1.325608114,-0.565174184
0,0.002518637,0.717447202
0,0.603722785,0.998611229
1,1.245508759,-0.534327668
1,0.635641537,-0.509981845
1,0.00966643,0.777235048
1,0.433588356,-0.246571924
1,1.878917684,0.025971009
1,0.313088976,0.302018022
1,1.39941475,-0.181912111
1,0.296068211,0.367741385
0,1.142446758,0.385543662
0,0.948522429,0.565521052
1,0.020007347,0.119234493
1,2.13495449,0.309606081
0,1.162163513,0.181981006
0,0.06041875,1.12284684
1,1.608116185,-0.758517671
1,0.332321875,-0.129043073
0,-1.053310844,0.875204721
1,1.204224562,-0.666566709
1,2.161244222,0.532255811
1,0.62867222,-0.29103127
1,2.040606991,0.162377314
1,0.207560912,-0.405895369
1,0.173650941,0.521163982
1,1.370987344,-0.078924506
1,0.966577502,-0.58127387
0,-0.738881518,1.431909735
0,-0.629944501,0.203753594
0,0.304334154,0.696897277
0,0.465084521,1.333803533
1,1.943909674,0.496709724
1,1.518316775,-0.135912042
0,0.94926666,0.534716275
0,-1.285100485,0.509200319
1,0.879514722,-0.281780084
1,0.942022801,-0.684053116
0,0.244463648,0.560631878
0,-0.839315734,0.763287157
0,-0.991102601,0.118339732
0,-0.745178211,0.735494446
0,-0.022405881,1.140962772
0,0.194199906,1.485281586
1,0.045561386,0.311179752
1,1.39138273,-0.313556355
0,-0.686997916,0.572013823
0,-1.279429241,0.6278306
0,0.081966573,0.84198209
0,-0.539533162,1.035155605
1,0.240336491,0.063716102
1,-0.028309878,0.650960783
0,-0.175549198,0.745272794
0,0.116511625,1.134840054
1,1.501496923,-0.374555933
0,0.58936657,1.268688472
0,0.05337593,0.92785229
1,0.270890383,-0.248327801
1,1.896736287,0.492496199
0,-0.481171743,0.932187729
1,0.190636196,-0.48574508
0,-0.141479003,0.888315442
0,0.487375032,1.008295891
1,1.408630917,-0.621633472
0,0.35022053,1.096610291
0,1.086367012,0.58708649
0,0.078702581,1.120060817
0,0.645979651,0.398987319
1,-0.047354549,0.59007132
1,1.592796504,-0.180287481
0,0.866718675,0.477979199
1,-0.107567033,-0.175095652
0,-0.672379192,1.054588401
1,1.791093653,0.056817236
0,1.31826396,0.234434233
1,0.207903508,-0.124999749
1,0.737335178,-0.265420064
0,-0.239977208,0.979592714
0,0.618177019,1.162914586
0,-1.509858182,-0.050385268
1,1.030190457,-0.420764721
0,0.546318925,0.70141522
1,0.415144672,-0.203669603
0,-0.358952672,0.948906011
0,-1.139295739,0.392101142
0,-0.355407307,0.990147763
0,-0.401972768,0.917513712
0,1.062293182,0.272398371
0,0.315165049,1.067089225
0,1.301185334,0.125186061
1,1.852814441,0.729659511
1,0.464039109,-0.618292123
0,-0.542593081,0.7718161
0,-1.039139683,0.660922662
1,1.059579904,-0.629385522
1,1.100456274,-0.625384295
0,1.012451571,1.042300037
0,0.586938687,0.910661577
0,-0.665886688,0.776166239
0,0.359095922,0.603669765
1,-0.041683965,0.406215772
1,1.952714244,0.160103522
1,1.678656785,-0.319965054
0,0.811224624,0.651472513
1,1.711689703,-0.03679149
1,1.646318449,-0.129426681
1,1.765359811,0.067802634
1,0.714651881,-0.557002254
0,0.522395679,0.504554208
0,0.954471361,0.07735712
0,-0.458795709,0.606223619
0,0.398532693,0.901573063
0,0.862466949,0.517601668
0,-0.472227716,0.984898091
0,0.985790735,0.410151334
0,-0.43036437,0.415780831
0,0.947131093,0.461142873
1,1.59709076,-0.153807578
1,2.042609741,0.362895493
0,-1.026497145,0.227739693
0,0.693361678,-0.203407939
0,-0.961555633,0.040734816
0,0.416242438,0.687491152
0,-0.298714605,1.223246038
1,0.533520556,0.175967231
0,0.428936281,0.802651909
0,1.195474393,0.29238957
0,0.436092728,0.409694194
1,0.914060039,-0.726797614
0,-0.742831414,0.161056231
1,1.429557985,-0.302241246
0,-0.228091437,0.95524948
0,-0.17185846,1.001531887
0,0.663078852,0.585105311
1,0.359783605,-0.26666117
0,-0.896205511,0.59743879
0,-0.545849813,0.759234841
1,0.454873926,0.417537474
1,1.454092514,0.011375224
0,1.164309466,0.440915681
0,0.04731792,0.827144696
1,1.18497936,0.014604024
1,1.428801973,-0.47685823
0,-0.893498745,-0.01386722
0,0.291831005,1.060093382
0,-1.216988937,0.140797332
0,-0.993557798,0.062702457
0,0.335577114,1.26742268
0,-1.055917148,0.673094411
1,1.914184404,0.485324063
1,1.779711619,0.142890944
1,0.987983282,-0.672577435
0,-1.1735157,0.009293201
0,-0.974911478,-0.219787837
0,1.020198972,0.802863441
0,-0.439410735,0.617638366
0,0.477236008,0.944931886
1,0.986165121,-0.221236556
0,0.143401438,0.93310457
1,1.478737738,-0.302553297
0,1.031321712,0.050209667
0,0.758415589,0.848203738
1,0.041137776,0.508457652
0,-0.649074909,1.171452485
1,1.285118832,-0.549391438
0,-0.630867782,0.866277229
0,0.568961148,1.07300308
1,0.670156848,-0.521305385
0,-1.026032448,0.11582174
1,2.109173956,0.258976076
1,0.552785517,-0.370097581
1,1.799173875,-0.32506527
1,1.533785542,-0.316977052
1,1.599442444,-0.75205598
1,0.211237459,0.028568075
0,0.699999558,0.647550124
0,-0.527775497,0.707121708
1,0.20199048,-0.32445169
0,0.430225066,0.844107519
0,-0.246642946,0.83016355
1,0.929889974,-0.405308269
0,0.258253115,1.360565209
0,0.068093647,1.013164922
0,-0.118541257,1.275327635
1,1.854571781,-0.132983516
1,1.568466518,0.024060413
1,1.184933347,-0.703246818
1,0.126708405,-0.228222199
1,2.185908598,0.17149943
0,0.476898016,0.851119589
1,2.003968781,0.516150464
0,0.22146305,0.350582454
0,0.68323385,0.894776269
0,-0.514948798,0.899545961
1,1.487563334,-0.377598923
0,1.034653897,0.380290681
0,0.805643622,0.42379946
0,1.085306383,0.411413038
0,0.448746827,0.916721587
1,0.348332846,-0.079985978
1,0.440474683,-0.7039051
0,0.899802169,-0.413938996
1,2.022370838,-0.371603453
0,1.137711854,0.800014736
1,2.009156732,0.518892558
1,1.710147858,-0.123585685
0,-0.884098218,0.931646956
1,0.438218255,-0.648941324
0,-1.281109354,0.136905047
1,1.609683147,-0.414458012
0,0.797148584,0.647359111
1,-0.007129921,0.295840658
1,1.784487078,-0.373506401
0,-0.027264809,1.097788479
1,1.807111688,-0.088849137
0,0.635634123,0.974534201
0,0.800076612,0.06977024
0,1.018770504,0.263210496
0,-0.964403988,0.53694025
0,0.16139921,1.24388113
0,0.530280341,1.163211119
1,0.100919227,-0.216956853
0,0.892971988,0.467592651
1,0.059848681,0.144499597
1,2.116936252,0.271168794
0,0.868969188,0.562543765
1,2.033869157,0.206961183
1,1.42464549,-0.170477692
0,0.772309767,0.178574339
0,-0.688623187,0.955125384
0,1.058967285,0.539150743
1,0.301280576,0.307875882
0,0.677754275,0.355042903
0,-0.758230517,0.854258228
0,1.023578001,0.453342094
0,1.010197842,0.562921646
1,1.633379427,0.026940593
0,1.136192123,0.533763775
1,1.119042935,-0.545067724
0,-0.713267221,0.619031061
1,0.267630255,-0.418865653
0,0.134125019,0.973311356
1,-0.036766932,0.570495789
0,-0.509656566,0.531503915
1,2.003688917,0.227676358
0,-0.636648958,0.267727952
1,0.29961355,0.030183952
0,0.843842608,0.600227701
1,1.794301686,-0.21080515
0,-0.618087264,0.354233732
1,0.666060488,0.072781167
0,-1.295334685,0.198750635
1,0.159458591,-0.136410213
1,1.544130982,-0.44060117
0,-1.244063925,0.338843576
1,2.455309521,0.128430967
0,0.576845666,0.971990173
1,1.64517153,-0.391178849
0,1.232561603,0.228881511
0,-0.826289921,0.642211607
0,0.291567361,1.285869402
1,-0.067509069,0.264265414
1,1.17737503,-0.379851789
0,-0.823618489,0.463790231
0,0.360812821,0.972513746
1,1.236000592,-0.442205448
0,0.479020872,1.269563647
1,1.726581788,-0.426673028
0,-0.758125906,0.687336075
0,-1.151710801,0.792679359
1,0.572880992,-0.507622351
1,1.919229765,-0.149345548
0,-0.657429957,0.989894613
0,-0.875773645,-0.335605091
0,-0.464251498,1.151336834
0,0.794197016,0.557043509
0,-0.517245852,1.175134682
0,-0.807552782,-0.045274598
0,-1.098644566,0.25172987
0,1.128855252,0.484576124
1,2.141873751,0.508060521
0,-1.135146551,0.267662874
0,0.373084299,0.976773163
1,1.508732272,-0.520438224
1,1.053360139,-0.358177045
1,0.763436948,-0.370241737
0,0.978689006,0.78067119
0,1.072469351,0.173405978
1,0.436202921,-0.610133901
0,0.564301512,0.744831763
1,1.933023205,0.698291565
0,1.073104458,0.614231839
1,0.208862954,-0.158966915
0,-0.818741019,0.140742493
1,1.667622173,-0.759308126
1,2.09933695,0.599262883
0,0.973563567,0.782062003
0,0.600912061,0.056863379
1,0.31735171,-0.179787265
1,0.797844399,-0.424830552
0,-1.262365913,0.282125432
0,0.304493513,0.857906408
1,1.61673831,0.126759745
1,2.026494061,0.042758025
0,0.046995071,0.831310185
1,0.045888099,0.382853651
0,0.994894619,0.63117651
0,0.239822279,0.997988688
0,0.905078518,0.587326475
1,2.320294418,0.553564877
0,0.101108589,1.199184951
0,-0.242961872,0.868949471
1,0.871771,-0.363899781
1,0.185418577,0.137388766
0,-0.1049115,0.913987598
0,-0.646021567,0.157519705
0,-0.956252162,0.497679851
0,1.10673836,0.553671619
0,-0.008076432,0.894813783
1,0.741838661,-0.25861453
1,-0.127403051,-0.081140333
0,1.025607675,0.655036685
0,0.537571238,1.15483968
1,1.187434513,-0.307531864
1,0.003082255,0.151222736
0,-0.182780924,0.610617721
1,0.351709603,-0.210991988
0,-1.062042112,0.40943967
0,-0.914628852,0.193270032
0,-1.081876553,0.405208398
1,-0.145649071,0.444714609
0,0.817789458,0.756210669
0,-0.878124926,0.382185056
0,-0.757690477,0.115409492
1,0.918326763,-0.691544986
1,0.793533794,-0.408158254
0,-0.427114908,0.920469364
0,0.964427167,-0.035928247
0,0.693154764,0.595959059
0,0.494666595,1.153432111
1,1.41387465,-0.576937654
0,-0.204323433,1.248047551
1,0.811844995,-0.368350196
1,0.792321681,-0.358065057
1,1.077076748,-0.582032838
0,0.409477973,0.317144156
1,2.02796309,-0.303852841
0,-0.867876252,0.182872616
1,1.905444416,-0.281010293
1,0.24266631,0.244404771
1,1.547594215,-0.512467921
1,1.09896639,-0.551229026
0,-0.517710774,0.306113451
0,0.815106503,0.671867139
1,0.229032122,0.144375786
1,-0.023838549,-0.051009882
0,-0.248908272,0.98250442
1,0.613435593,-0.147480438
